balance_id,account_id,snapshot_month,statement_balance_cad,credit_limit_cad,utilization_rate,minimum_payment_cad,amount_paid_cad,days_past_due
BAL9A1266CB5A96,ACC41B9589212B1,2023-08-01,1689.4,2000,0.8447,50.68,989.42,0
BAL079FAAB2E65D,ACC41B9589212B1,2023-09-01,1672.42,2000,0.8362,50.17,203.41,0
BAL68FA991C23DF,ACC41B9589212B1,2023-10-01,1525.63,2000,0.7628,45.77,211.61,0
BAL52A52F7868F1,ACC41B9589212B1,2023-11-01,1491.79,2000,0.7459,44.75,841.49,2
BALAA498491B7BF,ACC41B9589212B1,2023-12-01,1656.96,2000,0.8285,49.71,1465.25,0
BAL19C6FD3DC54B,ACC41B9589212B1,2024-01-01,1943.37,2000,0.9717,58.3,374.01,0
BAL3BA59605B94F,ACC41B9589212B1,2024-02-01,2000,2000,1.0,60.0,800.54,0
BALEBB608D406E7,ACC41B9589212B1,2024-03-01,2000,2000,1.0,60.0,1559.87,0
BAL38BF790623D9,ACC41B9589212B1,2024-04-01,2000,2000,1.0,60.0,988.78,1
BAL163A0440C968,ACC41B9589212B1,2024-05-01,2000,2000,1.0,60.0,190.31,0
BALD18D1C3B187D,ACC41B9589212B1,2024-06-01,2000,2000,1.0,60.0,1240.79,6
BALBA5BDB8EB484,ACC41B9589212B1,2024-07-01,2000,2000,1.0,60.0,394.41,9
BAL27EF2EA9DD2C,ACC41B9589212B1,2024-08-01,2000,2000,1.0,60.0,703.5,7
BAL11CEAD9D21D8,ACC41B9589212B1,2024-09-01,2000,2000,1.0,60.0,1991.13,0
BAL88A6F6B8AA61,ACC41B9589212B1,2024-10-01,1869.05,2000,0.9345,56.07,1365.73,0
BAL63C3E4732590,ACC41B9589212B1,2024-11-01,1757.87,2000,0.8789,52.74,417.21,0
BAL7B32DCBCA637,ACC41B9589212B1,2024-12-01,1705.14,2000,0.8526,51.15,261.97,12
BALED060E9304C8,ACC41B9589212B1,2025-01-01,1572.78,2000,0.7864,47.18,1489.66,0
BAL1F71DAE20F0A,ACC41B9589212B1,2025-02-01,1402.36,2000,0.7012,42.07,162.7,0
BAL6180E3458610,ACC41B9589212B1,2025-03-01,1529.78,2000,0.7649,45.89,1130.82,15
BALC71F1F7C3690,ACC41B9589212B1,2025-04-01,1792.06,2000,0.896,53.76,1549.14,0
BAL875010E0EA6F,ACC6B7603DE65F9,2022-03-01,767.42,1000,0.7674,25,453.58,0
BAL8DBDFDF2291C,ACC6B7603DE65F9,2022-04-01,922.69,1000,0.9227,27.68,655.17,0
BAL396E40DF02C5,ACC6B7603DE65F9,2022-05-01,1000,1000,1.0,30.0,153.75,0
BAL8163AB2216AF,ACC6B7603DE65F9,2022-06-01,1000,1000,1.0,30.0,979.32,0
BAL62BC16652154,ACC6B7603DE65F9,2022-07-01,874.63,1000,0.8746,26.24,749.39,8
BAL05DB3C0FAB06,ACC6B7603DE65F9,2022-08-01,739.92,1000,0.7399,25,338.78,0
BAL5926F8802DA1,ACC6B7603DE65F9,2022-09-01,887.65,1000,0.8876,26.63,115.52,9
BALAD1247D95B59,ACC6B7603DE65F9,2022-10-01,874.12,1000,0.8741,26.22,190.68,7
BAL5FF43F86CE6B,ACC6B7603DE65F9,2022-11-01,925.79,1000,0.9258,27.77,403.08,0
BALFB4C8B0B41E4,ACC6B7603DE65F9,2022-12-01,1000,1000,1.0,30.0,424.94,0
BAL61497D3967D2,ACC6B7603DE65F9,2023-01-01,1000,1000,1.0,30.0,85.72,0
BAL45B456A9F7F5,ACC6B7603DE65F9,2023-02-01,1000,1000,1.0,30.0,607.02,5
BAL8357344D042A,ACC6B7603DE65F9,2023-03-01,1000,1000,1.0,30.0,415.95,0
BALFF51E1E4C16F,ACC6B7603DE65F9,2023-04-01,1000,1000,1.0,30.0,622.77,1
BAL80888CEBCFDE,ACC6B7603DE65F9,2023-05-01,1000,1000,1.0,30.0,662.21,8
BALE0D9524B46A4,ACC6B7603DE65F9,2023-06-01,1000,1000,1.0,30.0,116.97,0
BALBCBB48207DBD,ACC6B7603DE65F9,2023-07-01,1000,1000,1.0,30.0,101.81,0
BALA30B62234E10,ACC6B7603DE65F9,2023-08-01,949.27,1000,0.9493,28.48,825.14,12
BAL347968B27F5F,ACC6B7603DE65F9,2023-09-01,1000,1000,1.0,30.0,957.11,3
BALC728A03212C4,ACC6B7603DE65F9,2023-10-01,909.08,1000,0.9091,27.27,859.8,4
BAL6F247AC88B4F,ACC6B7603DE65F9,2023-11-01,1000,1000,1.0,30.0,554.98,1
BALADE7FD4C01A7,ACC6B7603DE65F9,2023-12-01,937.95,1000,0.938,28.14,592.3,0
BAL0F404A3A769F,ACC6B7603DE65F9,2024-01-01,778.53,1000,0.7785,25,679.54,2
BAL7B0CADEEABC3,ACC6B7603DE65F9,2024-02-01,1000,1000,1.0,30.0,437.21,2
BAL481E9F925C04,ACC6B7603DE65F9,2024-03-01,1000,1000,1.0,30.0,888.25,0
BALD7564884FB3B,ACC6B7603DE65F9,2024-04-01,1000,1000,1.0,30.0,435.15,5
BAL17622BB65054,ACC6B7603DE65F9,2024-05-01,1000,1000,1.0,30.0,880.7,0
BAL6FAB4348A8FB,ACC6B7603DE65F9,2024-06-01,820.29,1000,0.8203,25,210.99,0
BAL0BF3DDE8AEB5,ACC6B7603DE65F9,2024-07-01,905.45,1000,0.9054,27.16,733.46,2
BALD94239710EC7,ACC6B7603DE65F9,2024-08-01,886.48,1000,0.8865,26.59,78.57,0
BAL069296B6511D,ACC6B7603DE65F9,2024-09-01,1000,1000,1.0,30.0,321.49,0
BAL15D478C80F52,ACC6B7603DE65F9,2024-10-01,818.09,1000,0.8181,25,790.58,0
BAL1503EEA93F2B,ACC6B7603DE65F9,2024-11-01,771.17,1000,0.7712,25,599.71,2
BALF9E90DE4D4BD,ACC6B7603DE65F9,2024-12-01,929.81,1000,0.9298,27.89,539.78,0
BAL2708F4B36C47,ACC6B7603DE65F9,2025-01-01,1000,1000,1.0,30.0,192.26,4
BALD2639E8F2BB0,ACC6B7603DE65F9,2025-02-01,894.89,1000,0.8949,26.85,761.65,0
BALEAD22FB66E9C,ACC6B7603DE65F9,2025-03-01,1000,1000,1.0,30.0,115.81,4
BAL9375CCE55E5F,ACC6B7603DE65F9,2025-04-01,1000,1000,1.0,30.0,278.05,2
BALD2D192FFFAC1,ACC7547F35D0F92,2024-01-01,1208.27,2000,0.6041,36.25,1138.93,0
BAL200C597E599F,ACC7547F35D0F92,2024-02-01,1285.67,2000,0.6428,38.57,438.34,0
BAL0D94A2B5E467,ACC7547F35D0F92,2024-03-01,1343.01,2000,0.6715,40.29,708.9,0
BAL1D1CE3569878,ACC7547F35D0F92,2024-04-01,1586.15,2000,0.7931,47.58,108.03,0
BAL2E48B7487466,ACC7547F35D0F92,2024-05-01,1683.21,2000,0.8416,50.5,1172.57,0
BALF9B3BF1A3482,ACC7547F35D0F92,2024-06-01,1532.25,2000,0.7661,45.97,971.59,0
BAL4EE2011E840B,ACC7547F35D0F92,2024-07-01,1694.43,2000,0.8472,50.83,1542.3,4
BALB99FD1964D69,ACC7547F35D0F92,2024-08-01,1850.04,2000,0.925,55.5,1236.33,0
BAL075586813613,ACC7547F35D0F92,2024-09-01,1760.34,2000,0.8802,52.81,1008.52,0
BALEE174C743924,ACC7547F35D0F92,2024-10-01,1962.84,2000,0.9814,58.89,1748.38,0
BAL6C53930E5A86,ACC7547F35D0F92,2024-11-01,1903.71,2000,0.9519,57.11,908.27,0
BALFFF8AEB3E2B9,ACC7547F35D0F92,2024-12-01,2000,2000,1.0,60.0,1784.59,0
BAL25C65443F9A6,ACC7547F35D0F92,2025-01-01,1917.93,2000,0.959,57.54,514.31,0
BALF73967C52C10,ACC7547F35D0F92,2025-02-01,2000,2000,1.0,60.0,1901.77,7
BALD557EFCE6B1B,ACC7547F35D0F92,2025-03-01,1838.77,2000,0.9194,55.16,1315.11,2
BAL468EE618D565,ACC7547F35D0F92,2025-04-01,1821.69,2000,0.9108,54.65,1235.85,0
BALA7F206F4671A,ACC51987E25A41A,2023-11-01,125.15,500,0.2503,25,111.49,0
BAL98C18CC6BAB0,ACC51987E25A41A,2023-12-01,314.33,500,0.6287,25,137.96,0
BAL6FDF0B51A3FA,ACC51987E25A41A,2024-01-01,364.02,500,0.728,25,294.88,0
BAL59D5821EBEE8,ACC51987E25A41A,2024-02-01,364.71,500,0.7294,25,266.91,0
BAL7972A1F1684F,ACC51987E25A41A,2024-03-01,500,500,1.0,25,472.8,0
BALB50C128564EA,ACC51987E25A41A,2024-04-01,500,500,1.0,25,184.36,4
BALEA125B99E0B3,ACC51987E25A41A,2024-05-01,500,500,1.0,25,293.05,12
BAL353BDEFB7A16,ACC51987E25A41A,2024-06-01,500,500,1.0,25,153.66,0
BALD02EC3955081,ACC51987E25A41A,2024-07-01,500,500,1.0,25,206.6,5
BAL51BE389E5B6B,ACC51987E25A41A,2024-08-01,500,500,1.0,25,229.68,2
BAL9529BAC379C1,ACC51987E25A41A,2024-09-01,388.54,500,0.7771,25,128.81,0
BAL6DB925FD8E56,ACC51987E25A41A,2024-10-01,199.6,500,0.3992,25,146.83,4
BAL7DD74214B899,ACC51987E25A41A,2024-11-01,418.99,500,0.838,25,268.61,0
BAL8EA3A64788A8,ACC51987E25A41A,2024-12-01,500,500,1.0,25,266.32,1
BAL3B18EC49E808,ACC51987E25A41A,2025-01-01,499.55,500,0.9991,25,92.67,0
BAL9CC2A6F04BA2,ACC51987E25A41A,2025-02-01,500,500,1.0,25,201.33,0
BAL83300B9AD6A6,ACC51987E25A41A,2025-03-01,500,500,1.0,25,78.6,3
BAL9B758A5BA82D,ACC51987E25A41A,2025-04-01,500,500,1.0,25,31.43,3
BALF174E6967B4D,ACCFFE73E59DD30,2023-09-01,316.34,500,0.6327,25,7.36,32
BAL22CB786FF393,ACCFFE73E59DD30,2023-10-01,175.67,500,0.3513,25,2.27,42
BAL66352D3927A2,ACCFFE73E59DD30,2023-11-01,1.99,500,0.004,25,8.35,41
BAL6984958215D1,ACCFFE73E59DD30,2023-12-01,0,500,0.0,25,6.81,38
BAL53CBD702FA20,ACCFFE73E59DD30,2024-01-01,0,500,0.0,25,5.19,43
BALB6A271967A16,ACCFFE73E59DD30,2024-02-01,0,500,0.0,25,9.71,38
BALB30EEAA6BEBB,ACCFFE73E59DD30,2024-03-01,204.8,500,0.4096,25,5.66,33
BAL7720DBC1E395,ACCFFE73E59DD30,2024-04-01,211.12,500,0.4222,25,8.22,33
BAL7689635ECB95,ACCFFE73E59DD30,2024-05-01,464.85,500,0.9297,25,11.3,36
BALA5DBE9C53607,ACCFFE73E59DD30,2024-06-01,279.84,500,0.5597,25,8.07,34
BALB6A6F6F182F0,ACCFFE73E59DD30,2024-07-01,345.26,500,0.6905,25,4.45,29
BALBCDB9C9D2E32,ACCFFE73E59DD30,2024-08-01,228.77,500,0.4575,25,11.65,42
BALBA01E0CA9396,ACCFFE73E59DD30,2024-09-01,252.09,500,0.5042,25,11.45,39
BALFF8D66BD0A90,ACCFFE73E59DD30,2024-10-01,330.58,500,0.6612,25,3.98,37
BALB99153EBD94F,ACCFFE73E59DD30,2024-11-01,459.55,500,0.9191,25,9.24,44
BALBBBA04BE68B1,ACCFFE73E59DD30,2024-12-01,347.66,500,0.6953,25,11.11,29
BALB93C91086043,ACCFFE73E59DD30,2025-01-01,281.19,500,0.5624,25,8.5,35
BAL8183DAF077D0,ACCFFE73E59DD30,2025-02-01,500,500,1.0,25,6.23,37
BALA5AC269E0250,ACCFFE73E59DD30,2025-03-01,500,500,1.0,25,10.87,37
BAL2034A29272C7,ACCFFE73E59DD30,2025-04-01,500,500,1.0,25,8.46,33
BALDDBED221BD32,ACC57BE402BA077,2023-08-01,1212.96,2000,0.6065,36.39,210.04,0
BAL86FFA5ADA2A5,ACC57BE402BA077,2023-09-01,1465.43,2000,0.7327,43.96,701.82,4
BAL1FB03944E35D,ACC57BE402BA077,2023-10-01,1606.41,2000,0.8032,48.19,681.98,4
BAL2A341EA58E87,ACC57BE402BA077,2023-11-01,1503.9,2000,0.752,45.12,50.09,0
BAL879EDDFB9193,ACC57BE402BA077,2023-12-01,1717.61,2000,0.8588,51.53,1592.65,2
BALD821A30B4C2F,ACC57BE402BA077,2024-01-01,1832.26,2000,0.9161,54.97,689.66,3
BAL0B120B6C4114,ACC57BE402BA077,2024-02-01,1900.76,2000,0.9504,57.02,102.35,4
BAL9AF3C1A4B21A,ACC57BE402BA077,2024-03-01,2000,2000,1.0,60.0,691.44,0
BAL911381359807,ACC57BE402BA077,2024-04-01,1818.18,2000,0.9091,54.55,1678.46,0
BALCA9D11B2555C,ACC57BE402BA077,2024-05-01,1860.1,2000,0.9301,55.8,1287.09,0
BAL26CEA5F5BE68,ACC57BE402BA077,2024-06-01,1753.25,2000,0.8766,52.6,840.2,0
BAL42AE23114655,ACC57BE402BA077,2024-07-01,1976.59,2000,0.9883,59.3,432.92,0
BALC3A6457E453B,ACC57BE402BA077,2024-08-01,1889.94,2000,0.945,56.7,1108.36,3
BALEF104E953073,ACC57BE402BA077,2024-09-01,2000,2000,1.0,60.0,1552.32,1
BAL530DC697EDF5,ACC57BE402BA077,2024-10-01,2000,2000,1.0,60.0,1406.61,5
BAL6F7EE9E0711B,ACC57BE402BA077,2024-11-01,2000,2000,1.0,60.0,379.09,2
BAL4304D66C2C87,ACC57BE402BA077,2024-12-01,1989.04,2000,0.9945,59.67,726.97,1
BAL892C6971F57B,ACC57BE402BA077,2025-01-01,2000,2000,1.0,60.0,1065.11,0
BAL211AA53E2B92,ACC57BE402BA077,2025-02-01,1813.39,2000,0.9067,54.4,1188.73,7
BAL278170B9E978,ACC57BE402BA077,2025-03-01,1901.2,2000,0.9506,57.04,1221.01,0
BALEF28411C505E,ACC57BE402BA077,2025-04-01,1765.11,2000,0.8826,52.95,692.49,0
BALDEDA6FC66376,ACCBEB6A545317F,2022-07-01,335.22,500,0.6704,25,291.73,0
BALF08604745B92,ACCBEB6A545317F,2022-08-01,209.4,500,0.4188,25,52.8,0
BALEFE337C415F0,ACCBEB6A545317F,2022-09-01,356.01,500,0.712,25,294.67,1
BAL5959DC6882AA,ACCBEB6A545317F,2022-10-01,500,500,1.0,25,311.61,7
BAL7EE2F99B5276,ACCBEB6A545317F,2022-11-01,387.15,500,0.7743,25,129.06,5
BALCC75FB5BDAB7,ACCBEB6A545317F,2022-12-01,500,500,1.0,25,396.31,0
BAL6AD7EC823040,ACCBEB6A545317F,2023-01-01,411.03,500,0.8221,25,161.67,4
BALDDDD5AE61400,ACCBEB6A545317F,2023-02-01,254.58,500,0.5092,25,105.35,4
BAL6F0F46E6437E,ACCBEB6A545317F,2023-03-01,71.96,500,0.1439,25,43.65,5
BAL914CA3F1E7AF,ACCBEB6A545317F,2023-04-01,101.52,500,0.203,25,64.14,0
BAL10F3BEE3110B,ACCBEB6A545317F,2023-05-01,96.06,500,0.1921,25,60.38,8
BAL00E412ACE80A,ACCBEB6A545317F,2023-06-01,299.52,500,0.599,25,252.79,0
BAL02149E06C70B,ACCBEB6A545317F,2023-07-01,199.47,500,0.3989,25,31.73,3
BAL385ED7DA1509,ACCBEB6A545317F,2023-08-01,197.68,500,0.3954,25,86.17,0
BAL66D9E80DDDB1,ACCBEB6A545317F,2023-09-01,420.34,500,0.8407,25,350.61,0
BALE2BAF3C402E5,ACCBEB6A545317F,2023-10-01,499.48,500,0.999,25,290.81,0
BAL97C4C699877C,ACCBEB6A545317F,2023-11-01,500,500,1.0,25,360.39,6
BALCEE0E66C57C2,ACCBEB6A545317F,2023-12-01,500,500,1.0,25,324.38,0
BAL732A5FFDD643,ACCBEB6A545317F,2024-01-01,500,500,1.0,25,386.97,0
BALA4145DCC062B,ACCBEB6A545317F,2024-02-01,500,500,1.0,25,120.14,0
BAL6EE9E6F7B913,ACCBEB6A545317F,2024-03-01,500,500,1.0,25,149.76,9
BAL7ACE5C16FB84,ACCBEB6A545317F,2024-04-01,500,500,1.0,25,491.52,11
BAL206B7F18A237,ACCBEB6A545317F,2024-05-01,500,500,1.0,25,92.28,4
BAL9DD249A4A8A6,ACCBEB6A545317F,2024-06-01,308.44,500,0.6169,25,55.08,7
BALA76D39041DE0,ACCBEB6A545317F,2024-07-01,412.15,500,0.8243,25,123.24,4
BAL008F88CE3EA8,ACCBEB6A545317F,2024-08-01,500,500,1.0,25,376.77,5
BAL147B6619E8CE,ACCBEB6A545317F,2024-09-01,377.14,500,0.7543,25,312.24,7
BALE9C476E3CE80,ACCBEB6A545317F,2024-10-01,269.21,500,0.5384,25,204.31,0
BAL231F5D667F72,ACCBEB6A545317F,2024-11-01,246.08,500,0.4922,25,37.64,4
BAL8625E65F647A,ACCBEB6A545317F,2024-12-01,500,500,1.0,25,185.33,10
BAL978262D5FBF0,ACCBEB6A545317F,2025-01-01,485.8,500,0.9716,25,47.72,0
BALEC5230DB6D8B,ACCBEB6A545317F,2025-02-01,500,500,1.0,25,367.98,6
BAL39FD34B68DF5,ACCBEB6A545317F,2025-03-01,500,500,1.0,25,141.2,2
BALD859132D3978,ACCBEB6A545317F,2025-04-01,327.71,500,0.6554,25,145.12,0
BAL4B080A0B9506,ACC7F4243F0E477,2023-02-01,128.42,500,0.2568,25,10.35,42
BAL2A1B298D950B,ACC7F4243F0E477,2023-03-01,42.98,500,0.086,25,6.99,35
BALF3159528DB21,ACC7F4243F0E477,2023-04-01,0,500,0.0,25,1.53,32
BAL2311D201E339,ACC7F4243F0E477,2023-05-01,244.24,500,0.4885,25,0.9,34
BAL5D08A6E7ABD6,ACC7F4243F0E477,2023-06-01,431.62,500,0.8632,25,2.18,32
BAL27B6DE8A2579,ACC7F4243F0E477,2023-07-01,375.03,500,0.7501,25,4.99,30
BAL71A8B64D6FB5,ACC7F4243F0E477,2023-08-01,460.49,500,0.921,25,9.0,32
BAL9807E0E3A497,ACC7F4243F0E477,2023-09-01,417.41,500,0.8348,25,3.46,31
BALF5F7BE51AFDD,ACC7F4243F0E477,2023-10-01,455.48,500,0.911,25,4.52,35
BALFC123AB5E03F,ACC7F4243F0E477,2023-11-01,342.62,500,0.6852,25,7.83,37
BALBD047CAAA757,ACC7F4243F0E477,2023-12-01,176.27,500,0.3525,25,1.08,39
BALE044814FD1A8,ACC7F4243F0E477,2024-01-01,15.02,500,0.03,25,9.58,34
BALCC5E698A4D55,ACC7F4243F0E477,2024-02-01,151.64,500,0.3033,25,4.12,34
BALA8B474C63390,ACC7F4243F0E477,2024-03-01,286.9,500,0.5738,25,7.2,41
BAL9A3BBC9082C9,ACC7F4243F0E477,2024-04-01,274.89,500,0.5498,25,12.31,30
BALAB8F1DF92E1A,ACC7F4243F0E477,2024-05-01,323.22,500,0.6464,25,10.06,32
BAL2BB05B99270A,ACC7F4243F0E477,2024-06-01,153.32,500,0.3066,25,10.04,35
BALB5539C647ED4,ACC7F4243F0E477,2024-07-01,37.68,500,0.0754,25,12.2,34
BALE975175B30F4,ACC7F4243F0E477,2024-08-01,171.01,500,0.342,25,0.89,39
BALF8A1BFB1705E,ACC7F4243F0E477,2024-09-01,38.99,500,0.078,25,8.27,31
BAL0CBA22CC7BC5,ACC7F4243F0E477,2024-10-01,0,500,0.0,25,0.92,36
BALDFD238C24D9A,ACC7F4243F0E477,2024-11-01,158.23,500,0.3165,25,11.32,39
BALE474B96A5C47,ACC7F4243F0E477,2024-12-01,268.38,500,0.5368,25,5.78,30
BAL5E7E4BABE19B,ACC7F4243F0E477,2025-01-01,86.55,500,0.1731,25,11.94,33
BAL96CC3AF0C998,ACC7F4243F0E477,2025-02-01,123.83,500,0.2477,25,0.93,26
BAL2428B5DE1759,ACC7F4243F0E477,2025-03-01,39.49,500,0.079,25,9.97,40
BALE983541AA8B0,ACC7F4243F0E477,2025-04-01,332.03,500,0.6641,25,2.32,30
BAL8BC94D8056F9,ACCF0BAB496106B,2023-03-01,1976.43,5000,0.3953,59.29,709.43,2
BAL54475386D87E,ACCF0BAB496106B,2023-04-01,2064.82,5000,0.413,61.94,1124.3,0
BALFDA8D1FA29FC,ACCF0BAB496106B,2023-05-01,2075.0,5000,0.415,62.25,539.74,0
BALA97FBC5DAB6A,ACCF0BAB496106B,2023-06-01,2193.7,5000,0.4387,65.81,508.42,0
BALF5C90A47D5F0,ACCF0BAB496106B,2023-07-01,2451.62,5000,0.4903,73.55,1721.48,0
BAL5926F3A4E30F,ACCF0BAB496106B,2023-08-01,2353.13,5000,0.4706,70.59,1446.09,0
BAL459E3C9A07E7,ACCF0BAB496106B,2023-09-01,2307.51,5000,0.4615,69.23,138.34,0
BAL92BD1426B488,ACCF0BAB496106B,2023-10-01,2363.76,5000,0.4728,70.91,1733.41,0
BALDE3F881D997C,ACCF0BAB496106B,2023-11-01,2280.35,5000,0.4561,68.41,388.55,0
BALCE6DFF555C20,ACCF0BAB496106B,2023-12-01,2159.62,5000,0.4319,64.79,1292.56,0
BAL81E3F5358FF4,ACCF0BAB496106B,2024-01-01,2134.17,5000,0.4268,64.03,1735.78,1
BAL319F01B0CA31,ACCF0BAB496106B,2024-02-01,2070.31,5000,0.4141,62.11,630.01,0
BAL61A9E4659EDC,ACCF0BAB496106B,2024-03-01,2012.36,5000,0.4025,60.37,73.81,0
BAL882CA11524F2,ACCF0BAB496106B,2024-04-01,1837.33,5000,0.3675,55.12,305.13,5
BAL4C78926DC337,ACCF0BAB496106B,2024-05-01,1790.42,5000,0.3581,53.71,999.79,0
BAL25A37B3E005D,ACCF0BAB496106B,2024-06-01,1971.68,5000,0.3943,59.15,1008.55,0
BAL7474F53B6D5D,ACCF0BAB496106B,2024-07-01,1996.75,5000,0.3994,59.9,659.37,5
BALB45D5B1329AF,ACCF0BAB496106B,2024-08-01,2267.25,5000,0.4535,68.02,991.23,3
BAL9AB637471015,ACCF0BAB496106B,2024-09-01,2280.57,5000,0.4561,68.42,2259.79,10
BALB8AF6B298220,ACCF0BAB496106B,2024-10-01,2209.04,5000,0.4418,66.27,774.73,4
BALE570E2AC53CD,ACCF0BAB496106B,2024-11-01,2166.41,5000,0.4333,64.99,528.54,1
BAL3638E69B586F,ACCF0BAB496106B,2024-12-01,2066.0,5000,0.4132,61.98,1242.07,0
BAL042E8D99CF81,ACCF0BAB496106B,2025-01-01,2079.31,5000,0.4159,62.38,438.48,3
BAL50D644BF57F7,ACCF0BAB496106B,2025-02-01,2111.51,5000,0.4223,63.35,225.31,5
BALDC24C2C19C70,ACCF0BAB496106B,2025-03-01,2090.56,5000,0.4181,62.72,1217.19,0
BALC5202ECA9507,ACCF0BAB496106B,2025-04-01,2080.64,5000,0.4161,62.42,710.46,5
BAL4C565235012D,ACC77F230BE5873,2024-03-01,111.94,2000,0.056,25,56.99,1
BALD34298ED53D5,ACC77F230BE5873,2024-04-01,0,2000,0.0,25,11.77,0
BALDBB43607FD3D,ACC77F230BE5873,2024-05-01,13.28,2000,0.0066,25,22.25,2
BALBEE7953AA7C7,ACC77F230BE5873,2024-06-01,0,2000,0.0,25,17.15,0
BAL3418066EAA68,ACC77F230BE5873,2024-07-01,224.97,2000,0.1125,25,193.07,6
BAL6A1FD6AC4123,ACC77F230BE5873,2024-08-01,406.7,2000,0.2034,25,258.5,0
BAL0355255BBC94,ACC77F230BE5873,2024-09-01,535.43,2000,0.2677,25,151.59,3
BAL67AE8735CFD7,ACC77F230BE5873,2024-10-01,821.62,2000,0.4108,25,625.43,8
BALBCE05598AF03,ACC77F230BE5873,2024-11-01,767.7,2000,0.3838,25,189.44,0
BALB1D09F89FE81,ACC77F230BE5873,2024-12-01,922.22,2000,0.4611,27.67,730.4,1
BAL1B9F35AE569B,ACC77F230BE5873,2025-01-01,782.88,2000,0.3914,25,456.53,0
BAL802042ADD0BF,ACC77F230BE5873,2025-02-01,884.62,2000,0.4423,26.54,236.42,0
BAL2856BD6A5D8D,ACC77F230BE5873,2025-03-01,1156.99,2000,0.5785,34.71,324.8,0
BAL39F15B3CFA5D,ACC77F230BE5873,2025-04-01,1246.15,2000,0.6231,37.38,381.99,0
BAL8BBF841BA9BA,ACCD62D832906D2,2022-09-01,31.44,500,0.0629,25,29.89,0
BAL67008C362884,ACCD62D832906D2,2022-10-01,249.83,500,0.4997,25,182.29,2
BAL081E540A3B9B,ACCD62D832906D2,2022-11-01,346.49,500,0.693,25,185.91,3
BALC649067395C5,ACCD62D832906D2,2022-12-01,210.64,500,0.4213,25,159.21,0
BALCCDFD65B8018,ACCD62D832906D2,2023-01-01,298.45,500,0.5969,25,248.57,0
BALCBD7949350A3,ACCD62D832906D2,2023-02-01,419.72,500,0.8394,25,373.28,0
BALB249DDEC7479,ACCD62D832906D2,2023-03-01,269.6,500,0.5392,25,63.57,0
BALC8E8F3ABF69C,ACCD62D832906D2,2023-04-01,500,500,1.0,25,498.91,0
BALF9DBB2BE6081,ACCD62D832906D2,2023-05-01,330.6,500,0.6612,25,77.97,0
BALD8A3FF4EA8A9,ACCD62D832906D2,2023-06-01,500,500,1.0,25,386.8,0
BAL167DCD6CC883,ACCD62D832906D2,2023-07-01,500,500,1.0,25,190.18,1
BAL5CFCE3668DEA,ACCD62D832906D2,2023-08-01,443.53,500,0.8871,25,322.05,0
BAL0B1459288CF9,ACCD62D832906D2,2023-09-01,500,500,1.0,25,87.66,2
BAL3F7DF8F0CFE8,ACCD62D832906D2,2023-10-01,500,500,1.0,25,42.71,4
BAL3A58B71051E5,ACCD62D832906D2,2023-11-01,500,500,1.0,25,427.92,0
BAL9D6EB7E34AF8,ACCD62D832906D2,2023-12-01,490.75,500,0.9815,25,54.85,0
BAL3BCC3475839A,ACCD62D832906D2,2024-01-01,318.05,500,0.6361,25,33.03,0
BALC5E648DA1EC1,ACCD62D832906D2,2024-02-01,500,500,1.0,25,440.45,7
BALCBB9B1C65800,ACCD62D832906D2,2024-03-01,402.02,500,0.804,25,350.66,5
BALB5D38B5CAB9E,ACCD62D832906D2,2024-04-01,368.68,500,0.7374,25,160.23,0
BAL6C69E1BA977E,ACCD62D832906D2,2024-05-01,364.48,500,0.729,25,137.29,6
BALB49E03092A6C,ACCD62D832906D2,2024-06-01,333.17,500,0.6663,25,233.8,0
BAL6A576982AEB4,ACCD62D832906D2,2024-07-01,500,500,1.0,25,486.15,0
BAL6D5876BF49A5,ACCD62D832906D2,2024-08-01,339.44,500,0.6789,25,205.38,0
BAL4C24858E1DDD,ACCD62D832906D2,2024-09-01,492.35,500,0.9847,25,283.23,2
BAL327D546ABD72,ACCD62D832906D2,2024-10-01,386.93,500,0.7739,25,276.82,0
BAL1AF4B857E21B,ACCD62D832906D2,2024-11-01,223.17,500,0.4463,25,210.2,2
BAL44402DDC6C49,ACCD62D832906D2,2024-12-01,298.54,500,0.5971,25,38.15,3
BAL180C2ADB89B8,ACCD62D832906D2,2025-01-01,193.79,500,0.3876,25,93.76,10
BAL9F0790F70891,ACCD62D832906D2,2025-02-01,460.18,500,0.9204,25,347.41,4
BALB5CBA8E75C24,ACCD62D832906D2,2025-03-01,415.19,500,0.8304,25,139.23,1
BAL42A4CC30D3AD,ACCD62D832906D2,2025-04-01,347.75,500,0.6955,25,92.1,3
BAL54A889556C10,ACC5C6330CBEAE7,2022-03-01,878.48,1500,0.5857,26.35,0.0,203
BALBE493BEF4214,ACC5C6330CBEAE7,2022-04-01,886.32,1500,0.5909,26.59,0.0,200
BAL9579C0E410CF,ACC5C6330CBEAE7,2022-05-01,1015.34,1500,0.6769,30.46,0.0,193
BALF3A35B083891,ACC5C6330CBEAE7,2022-06-01,1206.06,1500,0.804,36.18,0.0,199
BALA640C2D9445E,ACC5C6330CBEAE7,2022-07-01,1282.14,1500,0.8548,38.46,0.0,200
BAL08E6364069E8,ACC5C6330CBEAE7,2022-08-01,1500,1500,1.0,45.0,0.0,204
