payment_id,account_id,payment_date,payment_amount_cad,payment_method,payment_status
PAY54E2A1EDE465,ACCA59B66BB294C,2024-08-31,465.94,interac,settled
PAY78B218E0D48B,ACCA59B66BB294C,2024-12-04,121.02,interac,settled
PAY8868AE128A96,ACCA59B66BB294C,2024-07-13,123.27,manual,settled
PAYEEF6282552E2,ACCA59B66BB294C,2025-02-25,177.9,eft,settled
PAYB4348EAEAE18,ACCA59B66BB294C,2024-12-09,219.59,eft,settled
PAYE9B3E2023307,ACCA59B66BB294C,2025-02-01,166.9,eft,settled
PAY47B092FE5C20,ACCA59B66BB294C,2024-12-03,242.3,pad,settled
PAY51A14354F95D,ACCA59B66BB294C,2024-05-30,297.4,eft,settled
PAYE8CBA1B8454F,ACCA59B66BB294C,2025-03-01,349.96,interac,settled
PAYC9DF0CFEC55A,ACCA59B66BB294C,2024-09-08,183.25,manual,settled
PAY8F371162723D,ACCA59B66BB294C,2025-03-24,139.96,manual,returned
PAY9BD32216F970,ACCDAA89F3C65A0,2025-03-25,473.71,manual,settled
PAY4E6C05F7B919,ACCDAA89F3C65A0,2023-12-21,485.56,pad,settled
PAY10F23FEC3353,ACCDAA89F3C65A0,2024-08-28,412.21,pad,settled
PAY743D93E59EFD,ACC9C5A003D9F82,2023-09-03,276.7,eft,pending
PAY6DD030B3AEA7,ACCFC6758D62258,2025-02-04,423.76,pad,returned
PAYBA737E3BCD08,ACCFC6758D62258,2023-11-03,444.35,eft,settled
PAY46B7E719BB07,ACCFC6758D62258,2025-01-26,385.84,interac,settled
PAY7225412D21BD,ACCFC6758D62258,2023-09-15,183.74,manual,settled
PAYB91CA6E921AB,ACCFC6758D62258,2024-12-12,350.32,manual,settled
PAYD7BA1A97D274,ACCFC6758D62258,2023-12-28,152.38,eft,pending
PAY484E5CEB3342,ACCD9520B566A5E,2024-01-28,325.15,eft,settled
PAY7DF8A039733A,ACCD9520B566A5E,2024-02-19,429.28,pad,settled
PAY436069809A0B,ACCD9520B566A5E,2024-05-16,239.21,manual,settled
PAYBCB0EF8D5D9E,ACCD9520B566A5E,2024-08-31,162.75,pad,settled
PAY0069754CD85C,ACCD9520B566A5E,2025-01-25,178.68,pad,settled
PAYE360B123EBA4,ACCD9520B566A5E,2024-08-08,310.29,eft,settled
PAY83B835EBE157,ACC4C147106F039,2024-08-23,139.15,manual,settled
PAYAC7DA951DC98,ACC4C147106F039,2024-08-05,320.25,pad,settled
PAYEF16FD8F57BC,ACC4C147106F039,2023-10-16,212.91,interac,settled
PAYDFD5AB599BA9,ACCA0E6001E99DC,2024-05-18,296.27,pad,settled
PAYFE73575D852E,ACCA0E6001E99DC,2024-05-25,189.05,interac,settled
PAYD1CC81EE2A19,ACCA0E6001E99DC,2025-02-14,275.03,eft,settled
PAYD92C4E1992FA,ACCA0E6001E99DC,2024-05-01,402.7,manual,settled
PAYCB392AB2C79D,ACCA0E6001E99DC,2024-08-08,49.26,eft,settled
PAY734E312B8EC2,ACCA0E6001E99DC,2024-05-11,102.33,interac,settled
PAY6598483BA065,ACCA0E6001E99DC,2024-11-15,403.83,manual,settled
PAY6296A502FBF4,ACCA0E6001E99DC,2024-10-24,92.02,manual,settled
PAYBA94CD46B0F1,ACCA0E6001E99DC,2024-10-28,136.18,pad,settled
PAYEA5C4D3B3446,ACCA0E6001E99DC,2024-07-13,469.89,manual,settled
PAY421BFE174BBA,ACCA0E6001E99DC,2024-06-23,399.02,interac,settled
PAY1278D331AAB7,ACCA0E6001E99DC,2024-09-05,91.45,pad,settled
PAY6BF33B7C5490,ACCA0E6001E99DC,2025-02-12,266.9,pad,settled
PAYC1E2C600A190,ACCA0E6001E99DC,2024-05-09,169.32,eft,settled
PAY852680099BEF,ACCA0E6001E99DC,2025-01-04,155.75,interac,settled
PAYC4ACF07D59D2,ACCA0E6001E99DC,2024-06-27,66.95,pad,settled
PAY674D59CC746E,ACCA0E6001E99DC,2024-09-17,172.27,pad,settled
PAYDCE4DC4F08F0,ACCA0E6001E99DC,2024-09-30,384.33,eft,settled
PAYE4E9704EC68D,ACCA0E6001E99DC,2024-06-06,209.71,eft,returned
PAY1C86CDC5CD19,ACCA0E6001E99DC,2025-01-09,73.59,manual,settled
PAYA6F1C9F9376E,ACC099C3713C492,2025-03-11,257.62,eft,returned
PAY82FAD952E7CF,ACC099C3713C492,2025-01-14,324.6,eft,settled
PAY6A4CD77737F0,ACC099C3713C492,2025-01-14,476.19,manual,settled
PAY19F0913618CD,ACC099C3713C492,2024-06-01,435.99,interac,settled
PAY6006CB7497F8,ACC099C3713C492,2024-03-16,140.58,interac,returned
PAY56FDB9635798,ACC099C3713C492,2024-07-26,29.29,pad,returned
PAY64D14F09E6CF,ACC099C3713C492,2024-04-17,100.15,manual,settled
PAYF1755335D58E,ACC099C3713C492,2024-09-29,482.35,interac,returned
PAY5E70A754C794,ACC099C3713C492,2025-03-18,172.43,manual,settled
PAYC69B89581531,ACC099C3713C492,2024-08-15,198.21,eft,settled
PAY4C56844109BB,ACC099C3713C492,2024-12-28,32.52,interac,settled
PAY131CD8FF14DE,ACC099C3713C492,2024-05-16,276.22,manual,settled
PAY6FFB2CFADBA1,ACC099C3713C492,2024-09-29,228.24,manual,settled
PAY42DFFA369BE6,ACC099C3713C492,2024-07-24,214.71,interac,settled
PAYA5AD4675646A,ACC099C3713C492,2024-06-09,387.73,interac,settled
PAY0C06FA9C5BF1,ACC099C3713C492,2024-07-18,273.39,eft,settled
PAY9E13A57E8470,ACC099C3713C492,2024-08-24,115.53,eft,settled
PAYDAF3BC25AAD7,ACC099C3713C492,2024-10-23,474.58,eft,settled
PAY799011841606,ACC099C3713C492,2024-07-29,205.69,manual,returned
PAYF0B9A9D8E9D7,ACC099C3713C492,2024-03-25,397.41,interac,settled
PAY8456D936538E,ACC0725BA597039,2024-09-04,151.61,manual,settled
PAY338E338F0057,ACC0725BA597039,2024-10-26,67.35,manual,settled
PAY2FCB94B328F1,ACC0725BA597039,2024-12-17,391.53,interac,settled
PAY75FFDB768A27,ACC0725BA597039,2024-11-12,325.38,manual,settled
PAY5611B84A779A,ACC0725BA597039,2025-02-06,429.51,pad,pending
PAY76A9E7AAF92E,ACC0725BA597039,2025-02-14,346.97,manual,settled
PAY4DBFA32BAB16,ACC0725BA597039,2024-09-14,143.33,interac,settled
PAYA6FC0639A90F,ACC0725BA597039,2024-09-22,312.12,eft,settled
PAYA828D5C2CB88,ACC0725BA597039,2024-09-08,170.24,eft,returned
PAY08A1418D0DA5,ACCE925A6604ECF,2024-11-03,216.38,pad,settled
PAYE8182E3F7D4D,ACCE925A6604ECF,2024-05-24,213.18,interac,returned
PAYD284C7E30401,ACCE925A6604ECF,2024-02-06,463.36,eft,returned
PAY049B554521DB,ACCE925A6604ECF,2024-07-13,318.38,interac,settled
PAY5570D57C1FF2,ACCFA38C3AC0BBD,2025-02-21,301.92,interac,settled
PAY1C4D490CBB3B,ACCFA38C3AC0BBD,2024-06-02,323.6,eft,settled
PAY4DCEFD12DF54,ACCFA38C3AC0BBD,2024-08-01,291.18,eft,settled
PAY056124D23BA6,ACCFA38C3AC0BBD,2024-08-28,105.38,manual,settled
PAY00E8A4966A5A,ACCFA38C3AC0BBD,2024-09-20,47.57,pad,settled
PAYCD2ABC37FFC6,ACCFA38C3AC0BBD,2024-04-25,151.52,pad,settled
PAYD30F1BFE8D9A,ACCFA38C3AC0BBD,2025-01-21,222.83,manual,settled
PAY415C9E3B6BC6,ACCFA38C3AC0BBD,2024-03-17,438.66,eft,settled
PAY7A9448F0253A,ACCFA38C3AC0BBD,2024-07-11,141.98,eft,settled
PAY501BBFC6902D,ACCFA38C3AC0BBD,2024-07-15,244.94,manual,returned
PAYC0287D236CC2,ACCFA38C3AC0BBD,2025-01-28,29.85,pad,settled
PAY9F70300EB241,ACCFA38C3AC0BBD,2024-05-31,59.09,interac,settled
PAY8A952B868AB8,ACCFA38C3AC0BBD,2024-10-13,384.42,interac,settled
PAY57D7FFE37425,ACCFA38C3AC0BBD,2024-10-11,203.72,interac,settled
PAY218872B0192D,ACCFA38C3AC0BBD,2025-02-16,253.72,interac,settled
PAYD0F210935034,ACCE5C17A7687E0,2024-04-18,105.22,pad,settled
PAY668CDF03A0A1,ACCE5C17A7687E0,2023-10-11,108.68,manual,settled
PAY27EC8CA9E33A,ACC2FC46F5CE0FC,2024-04-03,383.18,interac,settled
PAY0CB0D0FF4A06,ACC6ADFC9A2B021,2024-04-14,157.8,manual,settled
PAYFD060FD16F89,ACC6ADFC9A2B021,2024-11-09,310.15,pad,settled
PAY30FEC7755448,ACC6ADFC9A2B021,2025-03-24,424.6,eft,settled
PAYD4485ABFFC2C,ACC6ADFC9A2B021,2025-01-12,430.68,manual,settled
PAY195407F699BE,ACC6ADFC9A2B021,2024-03-26,109.32,manual,settled
PAYDB3CC92A1C77,ACCFC49EED9F3C7,2025-03-26,30.08,eft,settled
PAY98FF39E8587B,ACCFC49EED9F3C7,2024-07-12,420.8,interac,settled
PAYB0D83A40D043,ACCFC49EED9F3C7,2024-08-31,469.97,pad,settled
PAY8BDBEDC2F042,ACCFC49EED9F3C7,2023-04-16,204.75,interac,settled
PAYA852595ED5CB,ACCBDCD0C21C363,2023-10-06,190.02,manual,settled
PAY306ABD429361,ACCBDCD0C21C363,2024-06-10,431.3,manual,returned
PAYCB6C9AE5BC28,ACCBDCD0C21C363,2022-11-15,466.71,eft,settled
PAY7685A4478807,ACCBDCD0C21C363,2022-12-27,193.54,interac,settled
PAY68388492E2C4,ACCF3970BD342A5,2024-10-23,225.02,pad,settled
PAY4E5A520D4F7A,ACCF3970BD342A5,2024-10-14,28.68,manual,returned
PAY15786D8AFC5B,ACCF3970BD342A5,2024-08-20,499.47,eft,returned
PAY65E11617F3D9,ACCF3970BD342A5,2024-04-27,340.12,interac,settled
PAY8596DD98AA43,ACCF3970BD342A5,2024-10-18,496.34,manual,settled
PAY353F47B3C38A,ACCF3970BD342A5,2024-06-13,344.96,eft,settled
PAYB8CED31F2380,ACCF3970BD342A5,2024-10-08,281.53,pad,returned
PAY7A83258BA382,ACCD364DD079C49,2023-07-02,470.18,pad,settled
PAYE90DA22D35CF,ACCD364DD079C49,2023-10-01,198.58,eft,settled
PAY02557850D3F5,ACCD364DD079C49,2023-03-03,172.92,manual,settled
PAY9247482DF6B8,ACCD364DD079C49,2024-08-29,193.16,pad,settled
PAY5AB63FD0B35C,ACCD364DD079C49,2023-04-02,186.28,eft,settled
PAY9020C6FEB88F,ACCD364DD079C49,2024-01-01,399.74,eft,settled
PAY80E284BA7C5D,ACCD364DD079C49,2024-12-01,206.09,manual,settled
PAYA2D7C903F4C3,ACCD364DD079C49,2024-09-03,268.92,pad,settled
PAY74FEB5C5BBFE,ACCD364DD079C49,2024-11-29,148.99,eft,settled
PAY47038E7F4563,ACCD364DD079C49,2024-08-04,322.35,interac,settled
PAYD00FFD960553,ACCD364DD079C49,2024-03-01,417.61,eft,settled
PAYCECF9056F7E0,ACCD364DD079C49,2023-06-01,220.56,manual,settled
PAY015324012B48,ACCD364DD079C49,2024-12-23,413.63,interac,settled
PAY9EE5FB2409AA,ACCD364DD079C49,2024-10-27,341.9,interac,settled
PAYBF868EEDF9BB,ACCD364DD079C49,2023-05-18,147.22,manual,returned
PAYE0BCBE55A13C,ACCD364DD079C49,2024-05-01,433.63,eft,settled
PAYF5FF6656A47F,ACCD364DD079C49,2024-06-19,287.17,pad,pending
PAY5A64450B85A3,ACCD364DD079C49,2025-01-03,381.26,interac,pending
PAY41E9829FD15B,ACCD364DD079C49,2023-05-11,376.68,eft,settled
PAY877B61E77193,ACCD364DD079C49,2024-09-05,129.7,manual,settled
PAY550C875AF9D3,ACCD364DD079C49,2024-11-27,428.0,pad,settled
PAY209CCB8523CF,ACCD364DD079C49,2023-09-01,159.3,pad,settled
PAYA818BA73574E,ACCD364DD079C49,2023-10-08,164.86,interac,settled
PAYA332567B2A6B,ACCD364DD079C49,2024-06-02,284.94,pad,settled
PAY8D5EB4FB76D5,ACC430FCCFC3845,2024-10-12,372.63,eft,settled
PAYFAD8C28479FC,ACC430FCCFC3845,2024-08-19,468.4,manual,settled
PAYBE7DD3CD936D,ACC430FCCFC3845,2024-04-12,449.65,eft,settled
PAY3D08EF028DBF,ACC430FCCFC3845,2024-09-16,171.0,eft,settled
PAY602390C99B87,ACC430FCCFC3845,2024-11-20,259.36,manual,settled
PAYD0CFA2A2C0D7,ACC430FCCFC3845,2025-03-29,392.17,eft,settled
PAYA78D5F0078E5,ACC430FCCFC3845,2024-12-07,99.85,manual,settled
PAY27A0A1BD990E,ACC430FCCFC3845,2024-07-27,380.77,manual,settled
PAY96B08865B88E,ACC430FCCFC3845,2024-10-21,163.87,eft,settled
PAYFC3A9161F034,ACC430FCCFC3845,2025-01-04,261.56,interac,returned
PAY9FFA450E3390,ACC430FCCFC3845,2024-11-13,121.1,eft,settled
PAY759D3F2CD7A9,ACC430FCCFC3845,2025-01-12,227.99,pad,settled
PAY76404A076C8E,ACC430FCCFC3845,2024-09-10,402.68,interac,settled
PAYFD23F5DCB8B6,ACC430FCCFC3845,2024-07-31,440.51,manual,settled
PAY09628CCF8AFB,ACC47C6163812C0,2025-02-19,279.41,interac,settled
PAY3559164F8D6C,ACC47C6163812C0,2024-10-16,291.97,pad,settled
PAY1C915BA581BD,ACC47C6163812C0,2025-03-02,35.71,manual,returned
PAY7F213778700E,ACC47C6163812C0,2024-05-16,75.52,pad,settled
PAY446A8B952C2B,ACC47C6163812C0,2025-03-21,193.0,pad,returned
PAY84A421E55D03,ACC47C6163812C0,2024-11-17,118.58,eft,settled
PAY03D6471080E4,ACC47C6163812C0,2024-10-17,365.61,manual,settled
PAY40489F4D9912,ACC47C6163812C0,2025-02-02,63.2,manual,settled
PAYC4D015DAA824,ACC47C6163812C0,2023-08-31,84.43,interac,settled
PAY1F459EBF63C5,ACC47C6163812C0,2024-12-14,439.52,manual,settled
PAY5B0EEDF8DD80,ACC47C6163812C0,2023-11-10,212.29,pad,settled
PAYA623843EDCAC,ACC47C6163812C0,2025-01-02,122.92,manual,settled
PAYA70C2E7A86BB,ACC47C6163812C0,2024-11-26,347.9,manual,settled
PAY199FC4C19126,ACC47C6163812C0,2024-10-01,165.36,manual,settled
PAY4B9BB8C63414,ACC47C6163812C0,2023-10-31,345.26,manual,settled
PAY94CA7FC62C3A,ACC47C6163812C0,2024-03-29,151.45,manual,settled
PAYB4E8F90375E7,ACC47C6163812C0,2025-03-20,454.82,manual,settled
PAY940A91CBF8AD,ACC47C6163812C0,2024-07-27,78.9,manual,settled
PAY10E49F471761,ACC47C6163812C0,2024-03-20,415.33,pad,settled
PAYB9C91A9F41B6,ACC47C6163812C0,2023-10-08,220.92,interac,settled
PAY561ADB0BD56D,ACC41B9589212B1,2023-01-09,446.03,interac,settled
PAY99E9EC884BAD,ACC41B9589212B1,2023-11-27,319.8,manual,returned
PAY19E41DE42831,ACC41B9589212B1,2023-03-13,391.63,manual,settled
PAY9C7BE8B069B3,ACC41B9589212B1,2024-02-26,355.94,interac,settled
PAY61311CC7A984,ACC41B9589212B1,2025-01-04,410.03,manual,returned
PAY2D34F24A2FED,ACC41B9589212B1,2024-02-13,119.74,manual,settled
PAYAC8AC95C041A,ACC41B9589212B1,2023-03-25,169.68,manual,settled
PAY0E8DB327DD19,ACC41B9589212B1,2022-12-10,383.33,eft,settled
PAY74CF777DE567,ACC41B9589212B1,2024-01-25,289.26,manual,settled
PAY968180B45B35,ACC41B9589212B1,2024-01-10,82.28,pad,pending
PAY2756AA7BC4DD,ACC41B9589212B1,2024-05-18,65.98,pad,settled
PAY658A145E14CA,ACC41B9589212B1,2024-01-20,407.74,eft,settled
PAY18A739F7D636,ACC41B9589212B1,2024-06-22,417.64,interac,pending
PAY0076D1D65867,ACC41B9589212B1,2024-11-22,303.84,pad,settled
PAYFBAA9603A2FE,ACC41B9589212B1,2023-07-24,62.33,manual,settled
PAYFB3C73F3C261,ACC41B9589212B1,2022-10-25,256.55,eft,settled
PAYD545DD23E94E,ACC41B9589212B1,2022-09-29,229.97,manual,settled
PAY7D0E47AF9244,ACC41B9589212B1,2023-03-16,285.61,interac,settled
PAY6DC44165B062,ACC41B9589212B1,2023-06-21,180.7,manual,settled
PAY860C090BF08D,ACC41B9589212B1,2024-03-02,444.93,pad,settled
PAYC5E7108DCDAA,ACC6B7603DE65F9,2023-01-23,434.59,eft,settled
PAY15E8F0C24224,ACC6B7603DE65F9,2024-05-15,465.25,pad,settled
PAY3A1229E66BC8,ACC6B7603DE65F9,2024-11-22,332.19,pad,settled
PAY4FAC24F0DA7C,ACC6B7603DE65F9,2023-11-17,154.27,eft,settled
PAY99042CB374E6,ACC6B7603DE65F9,2022-03-24,125.17,pad,returned
PAYDE3098B6330F,ACC6B7603DE65F9,2022-03-21,365.77,manual,settled
PAYF3EDC5F367AB,ACC7547F35D0F92,2024-02-25,464.09,eft,settled
PAY0D2B07FC9182,ACC7547F35D0F92,2025-01-26,228.8,manual,settled
PAYD15887534904,ACC7547F35D0F92,2024-02-05,480.6,eft,settled
PAY6EF2612357AA,ACC7547F35D0F92,2024-11-29,209.2,eft,settled
PAY626E5A79356F,ACC7547F35D0F92,2024-08-31,254.62,interac,settled
PAY27114180D829,ACC7547F35D0F92,2024-06-05,210.05,pad,settled
PAY2F5BDC8791F3,ACC7547F35D0F92,2024-08-12,408.11,eft,settled
PAY18E9927FA5D8,ACC51987E25A41A,2024-02-11,218.03,manual,settled
PAY79F6BF839DB9,ACC51987E25A41A,2024-02-17,420.06,manual,settled
PAY4DA299132D21,ACC51987E25A41A,2024-04-20,104.37,interac,pending
PAY98DF2D69BD6D,ACC51987E25A41A,2023-12-14,283.01,eft,settled
PAYF31BA38F68E5,ACC51987E25A41A,2024-03-26,72.73,eft,settled
PAY9674466FDCAA,ACC51987E25A41A,2024-11-11,36.63,manual,settled
PAY7F8FC8501799,ACC51987E25A41A,2024-07-28,255.31,interac,returned
PAY6EDAB8FA65D0,ACC51987E25A41A,2024-01-17,355.15,manual,settled
PAY95E527501D07,ACC51987E25A41A,2024-04-01,148.53,manual,settled
PAY57D2533B4967,ACC51987E25A41A,2025-02-26,294.05,pad,returned
PAYAE33B0558511,ACC51987E25A41A,2024-09-18,173.04,eft,settled
PAY82880AEC65A2,ACC51987E25A41A,2025-02-25,415.78,manual,settled
PAYDA0EB5B0B2ED,ACC51987E25A41A,2024-12-03,67.44,manual,settled
PAY289E0EC66FE9,ACC51987E25A41A,2024-06-19,105.87,interac,settled
PAY5BD02401ACF6,ACC51987E25A41A,2024-05-07,319.76,eft,settled
PAYE9D82172B9D9,ACC51987E25A41A,2025-03-13,409.73,eft,settled
PAYD933EF5E9D7E,ACC51987E25A41A,2024-05-21,88.94,eft,settled
PAY3558A4C85C40,ACC51987E25A41A,2023-11-09,487.46,manual,settled
PAY96189C1FE705,ACC51987E25A41A,2025-03-06,347.37,pad,settled
PAYF9D0AE0A197D,ACC51987E25A41A,2024-03-01,319.5,interac,returned
PAYCEF843CA2B44,ACC51987E25A41A,2024-01-07,311.28,pad,settled
PAYFEF5970D807C,ACC51987E25A41A,2024-02-02,212.46,manual,settled
PAY00AA820C12C6,ACC51987E25A41A,2024-01-28,310.35,interac,settled
PAYF6A3E0D83E3E,ACCFFE73E59DD30,2023-10-07,66.58,pad,settled
PAY3957B87203E3,ACCFFE73E59DD30,2024-08-27,101.04,interac,settled
PAY4DFBBCA00BA8,ACC57BE402BA077,2024-11-05,441.7,pad,settled
PAY3AD937972DA0,ACC57BE402BA077,2024-12-29,463.27,interac,settled
PAY01DBDB4F713F,ACC57BE402BA077,2024-01-21,267.55,pad,settled
PAY9D34B34D2BB2,ACC57BE402BA077,2024-04-24,481.33,pad,settled
PAY13FBE55D8A72,ACC57BE402BA077,2023-11-20,471.15,pad,settled
PAY5EED9675047F,ACC57BE402BA077,2025-03-30,495.38,interac,settled
PAYE788BA4B1E6A,ACC57BE402BA077,2024-05-10,303.03,pad,settled
PAY12B124858A87,ACC57BE402BA077,2024-05-09,38.0,manual,settled
PAY0AEBB4CD25DF,ACC57BE402BA077,2023-11-09,429.73,interac,settled
PAYBFB9D5310E9A,ACC57BE402BA077,2023-12-29,50.02,manual,settled
PAY8EEBCE17C155,ACC57BE402BA077,2024-05-24,414.11,manual,settled
PAY80653DFE82CB,ACC57BE402BA077,2024-02-22,380.63,interac,settled
PAYDE43EB987823,ACC57BE402BA077,2024-07-24,352.11,eft,settled
PAYB91E60837F66,ACC57BE402BA077,2024-02-10,407.42,eft,settled
PAY42DF7DCEDFB0,ACC57BE402BA077,2024-02-04,157.69,manual,settled
PAY7F10EAC2B03A,ACC57BE402BA077,2024-07-31,61.61,interac,settled
PAY4649509ADA8D,ACC57BE402BA077,2023-09-22,287.39,eft,settled
PAYB63EB5DF9E60,ACC57BE402BA077,2024-11-18,471.38,eft,settled
PAY2913C1FC10FF,ACC57BE402BA077,2023-12-05,119.87,interac,pending
PAY20AE20580160,ACCBEB6A545317F,2023-05-23,235.11,interac,settled
PAY37E029567165,ACCBEB6A545317F,2023-04-10,98.62,eft,returned
PAY4A0767BAB902,ACCBEB6A545317F,2024-06-19,496.31,manual,settled
PAY7F3BAD800522,ACCBEB6A545317F,2023-02-26,229.63,pad,settled
PAY95F30C015D3B,ACCBEB6A545317F,2023-06-01,252.13,manual,settled
PAY2136E4C3372A,ACCBEB6A545317F,2024-09-28,445.32,interac,settled
PAY6FC3FE28D035,ACCBEB6A545317F,2024-06-28,149.35,manual,settled
PAY830934F48280,ACCBEB6A545317F,2025-03-14,378.93,eft,returned
PAYC45A5682CC04,ACCBEB6A545317F,2025-01-07,420.07,manual,settled
PAYB2136183A318,ACCBEB6A545317F,2022-10-08,333.48,interac,settled
PAYD13C186ED824,ACCBEB6A545317F,2023-01-14,358.59,eft,settled
PAY4168A5935D76,ACCBEB6A545317F,2022-10-15,208.46,manual,settled
PAY64CEDA41EDC4,ACCBEB6A545317F,2023-12-04,50.4,interac,settled
PAYFDBB2222773E,ACCBEB6A545317F,2022-10-02,42.98,interac,settled
PAYFD2253E52F47,ACCBEB6A545317F,2022-10-20,32.86,interac,settled
PAYC672A47D3079,ACCBEB6A545317F,2023-02-09,421.34,eft,settled
PAY429F89655C9C,ACCBEB6A545317F,2025-03-26,461.9,eft,settled
PAY0FA20A335453,ACCBEB6A545317F,2023-03-01,327.73,interac,settled
PAYFDA931DFCF32,ACCBEB6A545317F,2024-11-10,451.74,eft,settled
PAY318B61362B4C,ACCBEB6A545317F,2024-10-10,425.22,eft,settled
PAYD3DE3BD49087,ACCBEB6A545317F,2024-07-05,443.57,interac,settled
PAYE2EC191FE351,ACCBEB6A545317F,2023-11-18,415.47,eft,settled
PAY13A91145150C,ACCBEB6A545317F,2023-10-29,92.77,manual,settled
PAY8BCA21A87168,ACCBEB6A545317F,2024-01-05,238.95,manual,settled
PAY32ED939AC2E5,ACCF0BAB496106B,2023-08-07,430.37,manual,settled
PAY3AB7B1F61B05,ACCF0BAB496106B,2024-08-13,450.86,eft,settled
PAY88694681C166,ACCF0BAB496106B,2024-07-23,411.36,manual,settled
PAYC3584FA2923E,ACCF0BAB496106B,2023-12-29,99.71,manual,settled
PAYDFD6C86F264C,ACCF0BAB496106B,2023-04-20,313.0,manual,settled
PAY7425C1157FED,ACCF0BAB496106B,2024-03-27,95.86,interac,settled
PAY61559C9F72E5,ACCF0BAB496106B,2024-11-06,318.42,eft,settled
PAY267DD3E467A4,ACCF0BAB496106B,2024-09-02,178.26,pad,returned
PAYFD36C69C3C55,ACCF0BAB496106B,2023-11-02,83.21,manual,settled
PAY53045199B651,ACCF0BAB496106B,2023-12-08,143.88,pad,settled
PAY070F1DBE9278,ACCF0BAB496106B,2023-07-18,402.7,pad,settled
PAY8A888DDF64D5,ACC77F230BE5873,2025-03-08,130.89,pad,settled
PAY7313B6D38D5F,ACC77F230BE5873,2024-06-27,202.18,pad,settled
PAY979598402026,ACC77F230BE5873,2024-05-01,29.42,interac,settled
PAYF109565FC60C,ACC77F230BE5873,2024-05-21,235.77,eft,returned
PAY2F45D9CF98E2,ACC77F230BE5873,2025-03-05,240.23,pad,settled
PAY8BDD669FC2E7,ACC77F230BE5873,2024-09-19,310.86,manual,settled
PAY1FF7119FCB9C,ACC77F230BE5873,2024-10-19,356.56,manual,settled
PAYD7BE2AEFABBA,ACCD62D832906D2,2023-06-12,262.22,manual,pending
PAY63A0FB4BCD62,ACCD62D832906D2,2023-09-02,137.19,eft,settled
PAY479115E26867,ACCD62D832906D2,2024-12-19,231.57,interac,settled
PAY52397040DF42,ACCD62D832906D2,2023-02-08,155.8,eft,settled
PAY6E0CFAB75E98,ACCD62D832906D2,2024-10-01,78.19,eft,settled
PAY6705C6BC267E,ACCD62D832906D2,2023-03-02,79.24,manual,settled
PAY1FFD5650866B,ACCD62D832906D2,2023-07-17,225.17,interac,settled
PAYB78168F377B8,ACCD62D832906D2,2024-04-24,353.9,pad,settled
PAYC089380A349F,ACCD62D832906D2,2022-12-13,209.46,eft,settled
PAY9C2FAAE8CF6F,ACCD62D832906D2,2022-10-18,259.41,pad,returned
PAY7CF028E6644F,ACCD62D832906D2,2023-09-13,80.1,manual,settled
PAY53FB142024C6,ACCD62D832906D2,2024-05-10,439.38,interac,settled
PAY3978738E1360,ACC5C6330CBEAE7,2024-07-23,55.97,eft,settled
PAYA0F886F117B8,ACC5C6330CBEAE7,2023-09-12,396.34,pad,settled
PAYF03962FA3DF4,ACC5C6330CBEAE7,2023-12-20,101.67,manual,settled
PAY7F54F07C7E1D,ACC5C6330CBEAE7,2024-10-10,81.69,interac,settled
PAY1F6CA745AFC8,ACC5C6330CBEAE7,2023-11-02,416.88,manual,returned
PAY65186EF27826,ACC5C6330CBEAE7,2022-04-24,390.94,manual,settled
PAYD5D56CC4B8F0,ACC7BE6A7CC47C6,2025-01-31,335.62,interac,settled
PAY50889ACAFCDE,ACC7BE6A7CC47C6,2024-09-19,482.75,pad,settled
PAY1045326C9026,ACC7BE6A7CC47C6,2024-11-03,459.96,eft,settled
PAYFBCBD2A7585B,ACC7BE6A7CC47C6,2024-08-26,57.86,manual,settled
PAY4DA14CA15615,ACC7BE6A7CC47C6,2024-11-09,455.97,interac,settled
PAY6A5978976A23,ACCF879C9994CD4,2023-08-17,222.27,interac,settled
PAY6F81B19C53A5,ACCF879C9994CD4,2023-03-14,223.76,manual,settled
PAY0F5044AEB441,ACCC256A6F1D565,2024-07-20,466.16,manual,settled
PAYEE0F7CD038D2,ACCC256A6F1D565,2023-02-25,386.04,pad,settled
PAY295874C66600,ACCC256A6F1D565,2024-04-15,498.64,eft,settled
PAYB16B2061E95D,ACCC256A6F1D565,2024-03-31,347.54,interac,settled
PAY4087C38862D8,ACCC256A6F1D565,2023-01-08,375.23,manual,settled
PAY40853E97F5F8,ACCC256A6F1D565,2023-07-02,466.37,pad,settled
PAY2C6DDB21468B,ACCC256A6F1D565,2024-12-03,309.58,interac,settled
PAY0EA1DC71857A,ACCC256A6F1D565,2022-10-05,439.9,pad,settled
PAY2F48BBB1535F,ACC9DA323F8C468,2023-12-10,167.4,pad,settled
PAY97F5E178A375,ACC9DA323F8C468,2025-03-06,170.45,manual,settled
PAYDC69DAD42211,ACC9DA323F8C468,2024-06-24,306.01,pad,settled
PAY61B6B1B8B471,ACC9DA323F8C468,2023-06-03,101.73,interac,settled
PAY4652763AB770,ACC9DA323F8C468,2023-06-19,27.59,eft,settled
PAYC8417B583105,ACC9DA323F8C468,2024-08-18,342.57,manual,settled
PAYA09EF42A26EB,ACC9DA323F8C468,2024-08-21,115.15,interac,settled
PAYC31932D6AAC3,ACC9DA323F8C468,2023-04-11,42.0,eft,settled
